run,dir,cut,variant,outage_m,outage_s,end_m,drift_pct,rmse_m,max_m,after_stop_m,after_stop_s,k_end,err_at_return_m,err_3s_after_m,max_step_m
19,BA,c10,gen_k1,262.14,57.32,11.73,4.47,7.02,11.73,11.31,15.01,1.0,,,
19,BA,c10,cor_k1,262.14,57.32,11.15,4.25,11.7,20.26,11.43,15.01,1.0,,,
19,BA,c30,plain,146.58,37.32,7.8,5.32,3.68,7.8,7.36,15.01,1.0,,,
19,BA,c30,gen_k1,146.58,37.32,9.99,6.82,6.35,9.99,9.56,15.01,1.0,,,
19,BA,c30,cor_k1,146.58,37.32,10.58,7.21,11.2,14.71,10.56,15.01,1.0,,,
19,BA,turn,plain,97.41,26.95,7.78,7.99,3.27,7.78,7.37,15.01,1.0,,,
19,BA,turn,gen_k1,97.41,26.95,8.85,9.08,5.9,8.85,8.41,15.01,1.0,,,
19,BA,turn,cor_k1,97.41,26.95,6.38,6.55,11.15,14.17,6.59,15.01,1.0,,,
20,AB,c10,plain,272.8,67.49,8.97,3.29,7.1,9.82,8.68,15.0,1.0,,,
20,AB,c10,gen_k1,272.8,67.49,9.27,3.4,8.41,10.99,8.9,15.0,1.0,,,
20,AB,c10,cor_k1,272.8,67.49,2.73,1.0,6.95,12.08,2.51,15.0,1.0,,,
20,AB,c30,plain,173.64,47.49,10.79,6.21,7.15,10.87,10.6,15.0,1.0,,,
20,AB,c30,gen_k1,173.64,47.49,10.2,5.88,8.71,10.87,9.87,15.0,1.0,,,
20,AB,c30,cor_k1,173.64,47.49,7.73,4.45,6.28,8.02,7.43,15.0,1.0,,,
20,AB,c60,plain,49.42,17.49,6.53,13.21,2.51,6.53,6.75,15.0,1.0,,,
20,AB,c60,gen_k1,49.42,17.49,3.16,6.4,2.33,3.39,3.2,15.0,1.0,,,
20,AB,c60,cor_k1,49.42,17.49,2.2,4.46,1.76,2.43,2.35,15.0,1.0,,,
20,AB,turn,plain,224.2,58.28,11.8,5.26,7.81,11.91,11.57,15.0,1.0,,,
20,AB,turn,gen_k1,224.2,58.28,9.93,4.43,8.35,11.04,9.58,15.0,1.0,,,
20,AB,turn,cor_k1,224.2,58.28,8.42,3.75,8.38,11.5,8.05,15.0,1.0,,,
20,AB,c30r,gen_k1,,,,,,,,,,10.12420060999785,10.144724394671423,0.4081191684313031
20,AB,c30r,cor_k1,,,,,,,,,,7.623045659639378,2.5301464949116244,2.264573650656614
21,BA,c10,plain,277.75,72.21,17.83,6.42,11.9,18.32,17.59,15.0,1.0,,,
21,BA,c10,gen_k1,277.75,72.21,16.87,6.07,11.03,17.38,16.57,15.0,1.0,,,
21,BA,c10,cor_k1,277.75,72.21,5.88,2.12,4.98,8.87,6.5,15.0,1.0,,,
21,BA,c30,plain,187.39,52.21,13.91,7.42,7.79,13.92,14.38,15.0,1.0,,,
21,BA,c30,gen_k1,187.39,52.21,11.89,6.34,8.0,12.02,12.26,15.0,1.0,,,
21,BA,c30,cor_k1,187.39,52.21,11.08,5.91,6.29,11.41,11.67,15.0,1.0,,,
21,BA,c60,plain,63.61,22.21,7.69,12.09,3.26,7.7,8.22,15.0,1.0,,,
21,BA,c60,gen_k1,63.61,22.21,9.38,14.75,7.26,9.5,9.58,15.0,1.0,,,
21,BA,c60,cor_k1,63.61,22.21,9.46,14.87,5.44,9.57,10.09,15.0,1.0,,,
21,BA,turn,plain,98.83,31.44,8.03,8.13,3.28,8.04,8.51,15.0,1.0,,,
21,BA,turn,gen_k1,98.83,31.44,10.37,10.5,7.74,10.49,10.54,15.0,1.0,,,
21,BA,turn,cor_k1,98.83,31.44,7.51,7.6,4.9,9.77,8.14,15.0,1.0,,,
21,BA,c30r,gen_k1,,,,,,,,,,8.557424336203011,8.429944444127656,0.4193425180576728
21,BA,c30r,cor_k1,,,,,,,,,,2.583620252706871,0.621119060229373,1.4659057165323748
