run,dir,cut,variant,outage_m,outage_s,end_m,drift_pct,rmse_m,max_m,after_stop_m,after_stop_s,k_end,err_at_return_m,err_3s_after_m,max_step_m
3,BA,c30r,gen,,,,,,,,,,8.212953309904998,8.08159884144707,0.5395716818328036
3,BA,c30r,cor_k1,,,,,,,,,,10.693848381582406,11.922440551856047,0.8046454255413671
3,BA,c30r,cor,,,,,,,,,,4.774931757077371,3.52162176686567,0.7938969305388056
3,BA,c30r,cor_lm,,,,,,,,,,4.774931757077371,3.52162176686567,0.7938969305388056
4,AB,c10,plain,853.61,238.23,22.47,2.63,15.97,23.92,22.79,15.01,1.0,,,
4,AB,c10,gen_k1,853.61,238.23,26.46,3.1,19.14,27.65,26.78,15.01,1.0,,,
4,AB,c10,gen,853.61,238.23,40.91,4.79,22.69,41.04,41.17,15.01,1.044,,,
4,AB,c10,cor_k1,853.61,238.23,14.58,1.71,13.25,18.09,14.6,15.01,1.0,,,
4,AB,c10,cor,853.61,238.23,23.04,2.7,13.09,26.13,23.1,15.01,1.049,,,
4,AB,c10,cor_lm,853.61,238.23,23.04,2.7,12.98,25.92,23.1,15.01,1.049,,,
4,AB,c30,plain,789.25,218.23,8.15,1.03,5.51,8.4,8.38,15.01,1.0,,,
4,AB,c30,gen_k1,789.25,218.23,9.51,1.2,9.24,12.84,9.83,15.01,1.0,,,
4,AB,c30,gen,789.25,218.23,62.62,7.93,34.66,62.68,62.74,15.01,1.093,,,
4,AB,c30,cor_k1,789.25,218.23,11.42,1.45,10.79,15.45,11.46,15.01,1.0,,,
4,AB,c30,cor,789.25,218.23,23.01,2.92,40.5,73.21,23.07,15.01,1.109,,,
